2024-09-25 19:33:36,Special_ellipkinc,KAN,5,False,gelu,1024,100,0.01,1314,adam,5,3,silu,-1_1,0.003709298133850098,0.003722385138273239,171,3965.0,18.975168687757105,0.18975168687757105
2024-09-25 19:44:12,Special_ellipkinc,MLP,5,False,gelu,1024,100,0.01,1314,adam,default,0.15045350646972655,0.15049726390838622,21,114,19.080688713118434,0.19080688713118435
